"state_dist","state_id","district","state","name","party","incumbent","first_name","last_name","unique_cand_id"
"VA08","VA",8,"Virginia","Patrick Murray","R",FALSE,"Patrick","Murray","VA08_R_Murray"
"VA09","VA",9,"Virginia","Anthony Flaccavento","D",FALSE,"Anthony","Flaccavento","VA09_D_Flaccavento"
"VA09","VA",9,"Virginia","Morgan Griffith","R",TRUE,"Morgan","Griffith","VA09_R_Griffith"
"VA10","VA",10,"Virginia","Kristin Cabral","D",FALSE,"Kristin","Cabral","VA10_D_Cabral"
"VA10","VA",10,"Virginia","Frank Wolf","R",TRUE,"Frank","Wolf","VA10_R_Wolf"
"VA11","VA",11,"Virginia","Chris Perkins","R",FALSE,"Chris","Perkins","VA11_R_Perkins"
"VT00","VT",1,"Vermont","Peter Welch","D",TRUE,"Peter","Welch","VT01_D_Welch"
"WA01","WA",1,"Washington","Suzan DelBene","D",FALSE,"Suzan","DelBene","WA01_D_DelBene"
"WA01","WA",1,"Washington","John Koster","R",FALSE,"John","Koster","WA01_R_Koster"
"WA02","WA",2,"Washington","Rick Larsen","D",TRUE,"Rick","Larsen","WA02_D_Larsen"
"WA02","WA",2,"Washington","Dan Matthews","R",FALSE,"Dan","Matthews","WA02_R_Matthews"
"WA03","WA",3,"Washington","Jon Haugen","D",FALSE,"Jon","Haugen","WA03_D_Haugen"
"WA03","WA",3,"Washington","Jaime Beutler","R",TRUE,"Jaime","Beutler","WA03_R_Beutler"
"WA04","WA",4,"Washington","Mary Baechler","D",FALSE,"Mary","Baechler","WA04_D_Baechler"
"WA04","WA",4,"Washington","Doc Hastings","R",TRUE,"Doc","Hastings","WA04_R_Hastings"
"WA05","WA",5,"Washington","Rich Cowan","D",FALSE,"Rich","Cowan","WA05_D_Cowan"
"WA05","WA",5,"Washington","Cathy Rodgers","R",TRUE,"Cathy","Rodgers","WA05_R_Rodgers"
"WA06","WA",6,"Washington","Derek Kilmer","D",FALSE,"Derek","Kilmer","WA06_D_Kilmer"
"WA06","WA",6,"Washington","Bill Driscoll","R",FALSE,"Bill","Driscoll","WA06_R_Driscoll"
"WA07","WA",7,"Washington","Jim McDermott","D",TRUE,"Jim","McDermott","WA07_D_McDermott"
"WA07","WA",7,"Washington","Ron Bemis","R",FALSE,"Ron","Bemis","WA07_R_Bemis"
"WA08","WA",8,"Washington","Karen Porterfield","D",FALSE,"Karen","Porterfield","WA08_D_Porterfield"
"WA08","WA",8,"Washington","Dave Reichert","R",TRUE,"Dave","Reichert","WA08_R_Reichert"
"WA09","WA",9,"Washington","Adam Smith","D",TRUE,"Adam","Smith","WA09_D_Smith"
"WA09","WA",9,"Washington","Jim Postma","R",FALSE,"Jim","Postma","WA09_R_Postma"
"WA10","WA",10,"Washington","Denny Heck","D",FALSE,"Denny","Heck","WA10_D_Heck"
"WA10","WA",10,"Washington","Dick Muri","R",FALSE,"Dick","Muri","WA10_R_Muri"
"WI01","WI",1,"Wisconsin","Rob Zerban","D",FALSE,"Rob","Zerban","WI01_D_Zerban"
"WI01","WI",1,"Wisconsin","Paul Ryan","R",TRUE,"Paul","Ryan","WI01_R_Ryan"
"WI02","WI",2,"Wisconsin","Mark Pocan","D",FALSE,"Mark","Pocan","WI02_D_Pocan"
"WI02","WI",2,"Wisconsin","Chad Lee","R",FALSE,"Chad","Lee","WI02_R_Lee"
"WI03","WI",3,"Wisconsin","Ron Kind","D",TRUE,"Ron","Kind","WI03_D_Kind"
"WI03","WI",3,"Wisconsin","Ray Boland","R",FALSE,"Ray","Boland","WI03_R_Boland"
"WI04","WI",4,"Wisconsin","Gwen Moore","D",TRUE,"Gwen","Moore","WI04_D_Moore"
"WI04","WI",4,"Wisconsin","Dan Sebring","R",FALSE,"Dan","Sebring","WI04_R_Sebring"
"WI05","WI",5,"Wisconsin","David Heaster","D",FALSE,"David","Heaster","WI05_D_Heaster"
"WI05","WI",5,"Wisconsin","Jim Sensenbrenner","R",TRUE,"Jim","Sensenbrenner","WI05_R_Sensenbrenner"
"WI06","WI",6,"Wisconsin","Joe Kallas","D",FALSE,"Joe","Kallas","WI06_D_Kallas"
"WI06","WI",6,"Wisconsin","Tom Petri","R",TRUE,"Tom","Petri","WI06_R_Petri"
"WI07","WI",7,"Wisconsin","Patrick Kreitlow","D",FALSE,"Patrick","Kreitlow","WI07_D_Kreitlow"
"WI07","WI",7,"Wisconsin","Sean Duffy","R",TRUE,"Sean","Duffy","WI07_R_Duffy"
"WI08","WI",8,"Wisconsin","Jamie Wall","D",FALSE,"Jamie","Wall","WI08_D_Wall"
"WI08","WI",8,"Wisconsin","Reid Ribble","R",TRUE,"Reid","Ribble","WI08_R_Ribble"
"WV01","WV",1,"West Virginia","Sue Thorn","D",FALSE,"Susan","Thorn","WV01_D_Thorn"
"WV01","WV",1,"West Virginia","David McKinley","R",TRUE,"David","McKinley","WV01_R_McKinley"
"WV02","WV",2,"West Virginia","Howard Swint","D",FALSE,"Howard","Swint","WV02_D_Swint"
"WV02","WV",2,"West Virginia","Shelley Capito","R",TRUE,"Shelley","Capito","WV02_R_Capito"
"WV03","WV",3,"West Virginia","Nick Rahall","D",TRUE,"Nick","Rahall","WV03_D_Rahall"
"WV03","WV",3,"West Virginia","Rick Snuffer","R",FALSE,"Rick","Snuffer","WV03_R_Snuffer"
"WY00","WY",1,"Wyoming","Cynthia Lummis","R",TRUE,"Cynthia","Lummis","WY01_R_Lummis"
